vocabulary size: 13035
<type 'int'>
<type 'numpy.float64'>
n tunes: 999
n train tunes: 951
n validation tunes: 48
min, max length 39 835
Building the model
  number of parameters: 208545956
  layer output shapes:               #params:   output shape:
    InputLayer                       0          (16, None)
    EmbeddingLayer                   169911225  (16, None, 13035)
    InputLayer                       0          (16, None)
    LSTMLayer                        27747328   (16, None, 512)
    DropoutLayer                     0          (16, None, 512)
    LSTMLayer                        2100224    (16, None, 512)
    DropoutLayer                     0          (16, None, 512)
    LSTMLayer                        2100224    (16, None, 512)
    DropoutLayer                     0          (16, None, 512)
    ReshapeLayer                     0          (None, 512)
    DenseLayer                       6686955    (None, 13035)
Train model
1/1180 (epoch 0.017) train_loss=696.54327393 time/batch=1.02s
2/1180 (epoch 0.034) train_loss=1312.10107422 time/batch=0.51s
3/1180 (epoch 0.051) train_loss=626.85412598 time/batch=0.37s
4/1180 (epoch 0.068) train_loss=716.73291016 time/batch=0.38s
5/1180 (epoch 0.085) train_loss=978.01147461 time/batch=0.63s
6/1180 (epoch 0.102) train_loss=979.77307129 time/batch=0.77s
7/1180 (epoch 0.119) train_loss=600.67694092 time/batch=0.41s
8/1180 (epoch 0.136) train_loss=441.05630493 time/batch=0.27s
9/1180 (epoch 0.153) train_loss=2138.38696289 time/batch=2.65s
10/1180 (epoch 0.169) train_loss=643.14086914 time/batch=0.77s
11/1180 (epoch 0.186) train_loss=640.71252441 time/batch=0.36s
12/1180 (epoch 0.203) train_loss=470.57650757 time/batch=0.28s
13/1180 (epoch 0.220) train_loss=618.66351318 time/batch=0.37s
14/1180 (epoch 0.237) train_loss=466.31695557 time/batch=0.28s
15/1180 (epoch 0.254) train_loss=319.41073608 time/batch=0.20s
16/1180 (epoch 0.271) train_loss=699.53692627 time/batch=0.38s
17/1180 (epoch 0.288) train_loss=382.69876099 time/batch=0.25s
18/1180 (epoch 0.305) train_loss=265.11822510 time/batch=0.19s
19/1180 (epoch 0.322) train_loss=268.88040161 time/batch=0.17s
20/1180 (epoch 0.339) train_loss=749.96166992 time/batch=0.39s
21/1180 (epoch 0.356) train_loss=616.52197266 time/batch=0.37s
22/1180 (epoch 0.373) train_loss=322.64062500 time/batch=0.22s
23/1180 (epoch 0.390) train_loss=664.78338623 time/batch=0.38s
