vocabulary size: 13035
<type 'int'>
<type 'numpy.float64'>
n tunes: 999
n train tunes: 951
n validation tunes: 48
min, max length 39 835
Building the model
  number of parameters: 208545956
  layer output shapes:               #params:   output shape:
    InputLayer                       0          (16, None)
    EmbeddingLayer                   169911225  (16, None, 13035)
    InputLayer                       0          (16, None)
    LSTMLayer                        27747328   (16, None, 512)
    DropoutLayer                     0          (16, None, 512)
    LSTMLayer                        2100224    (16, None, 512)
    DropoutLayer                     0          (16, None, 512)
    LSTMLayer                        2100224    (16, None, 512)
    DropoutLayer                     0          (16, None, 512)
    ReshapeLayer                     0          (None, 512)
    DenseLayer                       6686955    (None, 13035)
Train model
1/5900 (epoch 0.017) train_loss=696.37915039 time/batch=0.97s
2/5900 (epoch 0.034) train_loss=1317.14196777 time/batch=0.49s
3/5900 (epoch 0.051) train_loss=624.87884521 time/batch=0.38s
4/5900 (epoch 0.068) train_loss=702.78039551 time/batch=0.39s
5/5900 (epoch 0.085) train_loss=971.41235352 time/batch=0.63s
6/5900 (epoch 0.102) train_loss=976.19421387 time/batch=0.76s
7/5900 (epoch 0.119) train_loss=602.02819824 time/batch=0.41s
8/5900 (epoch 0.136) train_loss=440.12408447 time/batch=0.27s
9/5900 (epoch 0.153) train_loss=2144.59863281 time/batch=2.65s
10/5900 (epoch 0.169) train_loss=648.96899414 time/batch=0.78s
11/5900 (epoch 0.186) train_loss=631.21368408 time/batch=0.37s
12/5900 (epoch 0.203) train_loss=468.56362915 time/batch=0.28s
13/5900 (epoch 0.220) train_loss=618.11779785 time/batch=0.36s
14/5900 (epoch 0.237) train_loss=465.11758423 time/batch=0.30s
15/5900 (epoch 0.254) train_loss=315.41912842 time/batch=0.19s
16/5900 (epoch 0.271) train_loss=700.83001709 time/batch=0.39s
17/5900 (epoch 0.288) train_loss=377.24365234 time/batch=0.26s
18/5900 (epoch 0.305) train_loss=271.63269043 time/batch=0.17s
19/5900 (epoch 0.322) train_loss=274.56588745 time/batch=0.18s
20/5900 (epoch 0.339) train_loss=748.92974854 time/batch=0.40s
21/5900 (epoch 0.356) train_loss=607.16674805 time/batch=0.38s
22/5900 (epoch 0.373) train_loss=315.98724365 time/batch=0.22s
23/5900 (epoch 0.390) train_loss=662.49926758 time/batch=0.39s
